LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1734243667.350640,626228.000,34672,2,AK,1,100,RD
1734243669.890170,628767.500,35513,2,AK,1,100,34670
1734243672.429699,631307.000,35513,2,AK,1,100,RD
1734243672.446199,631323.500,35516,2,AK,1,100,35514
1734243672.462699,631340.000,35516,2,AK,1,100,RD
1734243675.008729,633886.000,36360,2,AK,1,100,35514
1734243677.554758,636432.000,36360,2,AK,1,100,RD
1734243677.574758,636452.000,36363,2,AK,1,100,36361
1734243677.594759,636472.000,36363,2,AK,1,100,RD
1734243680.134288,639011.500,37199,2,AK,1,100,36361
1734243682.673817,641551.000,37199,2,AK,1,100,RD
1734243685.232847,644110.000,38041,2,AK,1,100,37200
1734243687.791877,646669.000,38041,2,AK,1,100,RD
1734243687.793376,646670.500,38043,2,AK,1,100,37200
1734243687.794877,646672.000,38043,2,AK,1,100,RD
